,Question,Category,Source
355,Which “Desperate Housewife” did NOT appear on “Seinfeld” as one of Jerry’s girlfriends?,TV,hq_buff_us
356,The largest tech firm in existence is named for what fruit?,Business,hq_buff_us
357,What device calls up internet service providers?,Tech,hq_buff_us
358,Which of these items is most likely to access the “internet of things”?,Tech,hq_buff_us
359,What does the “V” stand for in the online technology VoIP?,Tech,hq_buff_us
360,Google’s Silicon Valley campus shares a name with what?,Business,hq_buff_us
361,"On a typical laptop, which of these identifiers is also known as a “physical address”?",Tech,hq_buff_us
362,What does the “S” stand for in modern smartphone SIM cards?,Tech,hq_buff_us
363,Early phone hackers could get free calls using a toy packaged with what food?,Tech,hq_buff_us
364,An early ’90s competitor to the World Wide Web was named for what animal?,Tech,hq_buff_us
365,What single key opens a find field in the Firefox browser?,Tech,hq_buff_us
366,Which of these tech companies was founded by selling seafood?,Business,hq_buff_us
367,A mobile game called “Send Me to Heaven” was banned from the App Store thanks to what secret objective?,Games,hq_buff_us
368,"According to the old adage, where is the grass always greener?",Nature,hq_buff_us
369,What does a car’s “torque” refer to?,Science,hq_buff_us
370,"Featured in countless ancient myths, Mount Olympus is located in what country?",Geography,hq_buff_us
371,What does the “P” in PSAT stand for?,Civics,hq_buff_us
372,"According to The Knot, engagements most commonly occur in which month?",Culture,hq_buff_us
373,The dance craze “nae nae” was inspired by the star of which TV show?,Music,hq_buff_us
374,Which book featuring Hannibal Lecter was released first?,Literature,hq_buff_us
375,The oldest existing polo club is located in which city?,Geography,hq_buff_us
376,The director of “The Wolf of Wall Street” also directed the music video for which of these songs?,Movies,hq_buff_us
377,Which fashion magazine did the women of “The Hills” and “The City” NOT work at?,TV,hq_buff_us
378,Which drink did Nikita Khrushchev declare “America’s lethal weapon”?,History,hq_buff_us
379,"Before it won the Oscar, a song from which film prompted the presenter to say, “What a shocker”?",Music,hq_buff_us
380,Which of these is a commonly used move in mixed martial arts?,Sports,hq_buff_us
381,What Al Davis catchphrase eventually  became the Raiders team motto?,Sports,hq_buff_us
382,In what series did the recently retired Danica Patrick have her best finish?,Sports,hq_buff_us
383,What did NFL cornerback Vontae Davis do at halftime of yesterday’s Bills game?,Sports,hq_buff_us
384,Which city was NOT represented in this year’s WNBA Finals?,Sports,hq_buff_us
385,"Of these MLB statistics, which does outfielder Terrance Gore have the most of this season?",Sports,hq_buff_us
386,The college that won the first back-to-back NCAA men’s basketball titles is located where?,Sports,hq_buff_us
387,Which of these young quarterbacks has been a part of more NFL teams than the others?,Sports,hq_buff_us
388,What is the only Premier League team to finish top three in each of the last three seasons?,Sports,hq_buff_us
389,Which MLB team was the last to have two different players win the MVP in back-to-back years?,Sports,hq_buff_us
390,Which of these is found on the official NBA game ball?,Sports,hq_buff_us
391,"By definition, what trophy is given to the best first-year NHL player?",Sports,hq_buff_us
392,Who is the father of the titular family in “The Simpsons”?,TV,hq_buff_us
393,"Target’s bull terrier mascot, Bullseye, is what kind of animal?",Business,hq_buff_us
394,Which of these Jennifers won an acting Emmy for her work on the sitcom “Friends”?,TV,hq_buff_us
395,Which TV show opened with a bluesy song called “Woke Up This Morning”?,TV,hq_buff_us
396,Which of these Emmy-winning comedies famously features money kept in a banana stand?,TV,hq_buff_us
397,"“You come at the king, you best not miss” is a famous quote from what TV show?",TV,hq_buff_us
398,“San Junipero” and “USS Callister” are Emmy-winning episodes of what sci-fi show?,TV,hq_buff_us
399,"In “Breaking Bad,” Walter White takes his criminal pseudonym from what?",TV,hq_buff_us
400,Which show was co-created by a “New York Times” journalist?,TV,hq_buff_us
401,What was the first streaming drama to win an Emmy for Outstanding Drama Series?,TV,hq_buff_us
402,Which character did NOT appear in the “Seinfeld” pilot?,TV,hq_buff_us
403,The Emmy award gets its name from what?,TV,hq_buff_us
404,The co-creator of which show got their big break on YouTube?,TV,hq_buff_us
405,"Besides Sam Malone, who is the last character in the bar in the series finale of “Cheers”?",TV,hq_buff_us
406,“Stranger Things” was first developed under what name?,TV,hq_buff_us
407,Who was the first black woman to get an Emmy nomination for Outstanding Lead Actress in a Drama Series?,TV,hq_buff_us
408,The person credited with coining the term “EGOT” won which award?,TV,hq_buff_us
409,A guest appearance on “The Big Bang Theory” led which of these actors to his first acting Emmy win?,TV,hq_buff_us
410,Which character from “The X-Files” won its actor an Emmy?,TV,hq_buff_us
411,Which of these shows explored virtual reality in an episode?,TV,hq_buff_us
412,What category was NOT included in the one-time only Super Emmy ceremony?,TV,hq_buff_us
413,Which of these was the last legal drama to win an Emmy for Outstanding Drama Series?,TV,hq_buff_us
414,Which of these talented actresses has been nominated for a Primetime Emmy?,TV,hq_buff_us
415,Which of these phrases was spoken on the first “Star Trek” TV series to be broadcast?,TV,hq_buff_us
416,What series had the greatest number of performers win Emmys for Outstanding Lead Actress in a Comedy?,TV,hq_buff_us
417,Which person has NOT been Emmy-nominated for playing a character who shares his real last name?,TV,hq_buff_us
418,Audrey Hepburn’s EGOT included getting an Emmy for a documentary about what?,Entertainment,hq_buff_us
419,What is the name of the ancient Greek pledge commonly taken by physicians?,Science,hq_buff_us
420,"Found on most computer keyboards, “Esc” is short for what word?",Tech,hq_buff_us
421,The cartoon character Casper is a friendly version of what traditionally scary creature?,Entertainment,hq_buff_us
422,Which of these is a chemical often used in powdered detergents and cleaners?,Science,hq_buff_us
423,The Scottish dish haggis is technically a variety of what?,Cuisine,hq_buff_us
424,Which of these shapes is NOT considered an equilateral quadrilateral?,Math,hq_buff_us
425,"As of 2018, which of these countries has the highest-paid top government leader?",Geography,hq_buff_us
426,Which of these American football positions is also a type of pliers often used by electricians?,Tech,hq_buff_us
427,"According to Ricky Martin, which of these things is part of “Livin’ La Vida Loca”?",Music,hq_buff_us
428,"In the original opening credits of the Emmy-winning “Friends,” which character is NOT wearing a turtleneck?",TV,hq_buff_us
429,Which of these California cities is named after a tree?,Geography,hq_buff_us
430,Who is the star of the follow-up to the 1993 hit film “The Fugitive”?,Movies,hq_buff_us
431,Where did Napoleon Bonaparte ultimately lose his life?,History,hq_buff_us
432,Which of these famous structures was built for a World’s Fair?,Art & Design,hq_buff_us
433,What was the first song performed on live American television by the Beatles?,Music,hq_buff_us
434,Chopsticks are traditionally used to eat what kind of food?,Cuisine,hq_buff_us
435,Which characteristic do both birds and planes share?,Science,hq_buff_us
436,The term “glamping” is the combination of what two words?,Nature,hq_buff_us
437,Long John Silver is the villain of what classic novel?,Literature,hq_buff_us
438,British comedian Ricky Gervais won an “Outstanding Lead Actor“ Emmy thanks to what TV series?,TV,hq_buff_us
439,"Viewed from Earth, what other planets in our solar system can appear to move in “retrograde” motion?",Science,hq_buff_us
440,"In politics, which of these words is NOT part of the acronym Super PAC?",Civics,hq_buff_us
441,Hunter S. Thompson said what kind of journalism requires believing “anything you’re told”?,Literature,hq_buff_us
442,A deliberately “gross” version of the Easy Bake Oven was sold under what name?,Games,hq_buff_us
443,Which day of the week does NOT get name-checked in Rebecca Black’s viral hit “Friday”?,Music,hq_buff_us
444,Which of these films was directed by the same person as “Sleepless in Seattle”?,Movies,hq_buff_us
445,Which of these catchphrases was featured in a ’90s sitcom that had its own Super Nintendo video game?,Games,hq_buff_us
446,A closet with enough room to fully step into is called a what?,Language,hq_buff_us
447,Which of these is a common type of firework?,Culture,hq_buff_us
448,Which of these city abbreviations is also the name of a major comic book publisher?,Entertainment,hq_buff_us
449,"After three acquittals, to what material did the media compare mobster John Gotti?",Culture,hq_buff_us
450,Which “Winnie the Pooh” character was NOT in the original AA Milne books?,Literature,hq_buff_us
451,Which of these is employed as an interrogation technique in a Monty Python “Spanish Inquisition” sketch?,TV,hq_buff_us
452,Which of these NFL teams is based in a state different from the other two?,Sports,hq_buff_us
453,"In “The Sound of Music,” which of these is NOT a potential “word that means Maria”?",Movies,hq_buff_us
454,Which of these is one of the featured theme parks in the Emmy-nominated TV show “Westworld”?,TV,hq_buff_us
455,The fictional sport Eschaton is played in what modern classic novel?,Literature,hq_buff_us
456,Which of these Russian cities did NOT have a different name during the Soviet Union?,History,hq_buff_us
457,What is Meg Ryan apparently eating at Katz’s Deli in the most famous scene from “When Harry Met Sally”?,Movies,hq_buff_us
